"";"RecordNo";"Województwo";"RQ2";"Q4";"Q5";"Q6";"Q2";"company";"recomendation";"Age";"recomendations"
"1408";1375;"łódzkie";">25";1984;"Średnie ogólne";"dyrektor";22,55;"Red Apple";2;"36-40";"detractors"
"1409";1377;"łódzkie";">25";1966;"Średnie ogólne";"dyrektor";10;"Red Apple";1;"51<";"detractors"
"1410";1382;"łódzkie";">25";1971;"Średnie ogólne";"techniczny";7;"Red Apple";5;"46-50";"detractors"
"1411";1387;"małopolskie";">25";1995;"Średnie ogólne";"właściciel";25;"Red Apple";10;"26-30";"promoters"
"1412";1388;"małopolskie";"51-100";1960;"Średnie ogólne";"techniczny";70;"Red Apple";2;"51<";"detractors"
"1413";1393;"małopolskie";">25";1976;"Wyższe rolnicze";"właściciel";20;"Red Apple";8;"41-45";"neutral"
"1414";1397;"małopolskie";"250+";1965;"Wyższe";"główny agronom";670;"Red Apple";2;"51<";"detractors"
"1415";1399;"małopolskie";"100-250";1984;"Średnie ogólne";"właściciel";105;"Red Apple";5;"36-40";"detractors"
"1416";1403;"małopolskie";"250+";1983;"Średnie ogólne";"właściciel";1100;"Red Apple";3;"36-40";"detractors"
"1417";1404;"małopolskie";">25";1966;"Średnie ogólne";"właściciel";6;"Red Apple";4;"51<";"detractors"
"1418";1406;"mazowieckie";"250+";1958;"Średnie ogólne";"agronom ekspert";270;"Red Apple";2;"51<";"detractors"
"1419";1410;"mazowieckie";">25";1975;"Średnie ogólne";"właściciel";25;"Red Apple";5;"46-50";"detractors"
"1420";1412;"mazowieckie";"250+";1961;"Średnie ogólne";"agronom ekspert";290;"Red Apple";9;"51<";"promoters"
"1421";1413;"mazowieckie";"100-250";1961;"Średnie ogólne";"agronom ekspert";167;"Red Apple";8;"51<";"neutral"
"1422";1415;"mazowieckie";"51-100";1966;"Średnie ogólne";"agronom ekspert";67;"Red Apple";5;"51<";"detractors"
"1423";1419;"mazowieckie";">25";1975;"Średnie ogólne";"agronom ekspert";10;"Red Apple";8;"46-50";"neutral"
"1424";1424;"mazowieckie";"250+";1970;"Średnie ogólne";"właściciel";1350;"Red Apple";10;"51<";"promoters"
"1425";1430;"mazowieckie";"250+";1971;"Średnie ogólne";"techniczny";3500;"Red Apple";9;"46-50";"promoters"
"1426";1438;"mazowieckie";"100-250";1981;"Średnie technicznezne";"główny agronom";200;"Red Apple";8;"36-40";"neutral"
"1427";1439;"mazowieckie";"25-50";1969;"Średnie technicznezne";"agronom ekspert";35,6;"Red Apple";10;"51<";"promoters"
"1428";1440;"mazowieckie";"100-250";1982;"Średnie ogólne";"agronom ekspert";100,1;"Red Apple";4;"36-40";"detractors"
"1429";1442;"mazowieckie";"250+";1978;"Średnie ogólne";"techniczny";500;"Red Apple";2;"41-45";"detractors"
"1430";1450;"mazowieckie";">25";1972;"Średnie ogólne";"agronom ekspert";20;"Red Apple";10;"46-50";"promoters"
"1431";1451;"mazowieckie";"51-100";1983;"Średnie technicznezne";"główny agronom";100;"Red Apple";9;"36-40";"promoters"
"1432";1458;"mazowieckie";"250+";1981;"Średnie ogólne";"techniczny";950;"Red Apple";3;"36-40";"detractors"
"1433";1462;"mazowieckie";">25";1975;"Średnie ogólne";"dyrektor";5;"Red Apple";9;"46-50";"promoters"
"1434";1469;"mazowieckie";">25";1971;"Średnie ogólne";"właściciel";23,5;"Red Apple";3;"46-50";"detractors"
"1435";1475;"mazowieckie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";220;"Red Apple";10;"41-45";"promoters"
"1436";1476;"mazowieckie";"250+";1966;"Średnie ogólne";"główny agronom";1000;"Red Apple";7;"51<";"neutral"
"1437";1477;"mazowieckie";">25";1976;"Średnie ogólne";"główny agronom";5;"Red Apple";10;"41-45";"promoters"
"1438";1485;"mazowieckie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";28;"Red Apple";9;"36-40";"promoters"
"1439";1486;"mazowieckie";"250+";1987;"Średnie ogólne";"właściciel";1000;"Red Apple";8;"31-35";"neutral"
"1440";1488;"mazowieckie";"100-250";1962;"Średnie ogólne";"właściciel";123;"Red Apple";10;"51<";"promoters"
"1441";1490;"mazowieckie";"100-250";1973;"Średnie technicznezne";"techniczny";110;"Red Apple";9;"46-50";"promoters"
"1442";1491;"opolskie";"51-100";1968;"Średnie ogólne";"właściciel";100;"Red Apple";8;"51<";"neutral"
"1443";1501;"opolskie";"100-250";1966;"Średnie ogólne";"techniczny";154;"Red Apple";9;"51<";"promoters"
"1444";1503;"opolskie";"51-100";1967;"Średnie ogólne";"agronom ekspert";90;"Red Apple";1;"51<";"detractors"
"1445";1504;"opolskie";"100-250";1967;"Średnie ogólne";"główny agronom";103;"Red Apple";8;"51<";"neutral"
"1446";1508;"opolskie";"100-250";1976;"Średnie ogólne";"agronom ekspert";165;"Red Apple";10;"41-45";"promoters"
"1447";1514;"opolskie";"25-50";1989;"Średnie ogólne";"właściciel";30,5;"Red Apple";8;"31-35";"neutral"
"1448";1525;"opolskie";"25-50";1936;"Średnie ogólne";"właściciel";50;"Red Apple";9;"51<";"promoters"
"1449";1529;"opolskie";"100-250";1966;"Średnie ogólne";"główny agronom";210;"Red Apple";10;"51<";"promoters"
"1450";1531;"opolskie";"100-250";1981;"Średnie ogólne";"właściciel";101;"Red Apple";6;"36-40";"detractors"
"1451";1540;"opolskie";"250+";1954;"Średnie ogólne";"właściciel";370;"Red Apple";9;"51<";"promoters"
"1452";1543;"podkarpackie";"100-250";1979;"Wyższe";"główny agronom";200;"Red Apple";7;"41-45";"neutral"
"1453";1545;"podkarpackie";">25";1971;"Średnie ogólne";"właściciel";10;"Red Apple";10;"46-50";"promoters"
"1454";1546;"podkarpackie";"25-50";1964;"Średnie ogólne";"główny agronom";48;"Red Apple";9;"51<";"promoters"
"1455";1548;"podkarpackie";"100-250";1982;"Średnie ogólne";"techniczny";138;"Red Apple";9;"36-40";"promoters"
"1456";1562;"podkarpackie";">25";1988;"Średnie technicznezne";"właściciel";8;"Red Apple";6;"31-35";"detractors"
"1457";1567;"podkarpackie";">25";1992;"Średnie ogólne";"właściciel";8;"Red Apple";8;"26-30";"neutral"
"1458";1575;"podkarpackie";"250+";1975;"Średnie ogólne";"dyrektor";550;"Red Apple";5;"46-50";"detractors"
"1459";1578;"podkarpackie";"250+";1960;"Średnie ogólne";"właściciel";460;"Red Apple";3;"51<";"detractors"
"1460";1581;"podkarpackie";"100-250";1971;"Średnie ogólne";"właściciel";124;"Red Apple";9;"46-50";"promoters"
"1461";1583;"podkarpackie";"51-100";1983;"Średnie ogólne";"główny agronom";65,1;"Red Apple";7;"36-40";"neutral"
"1462";1588;"podlaskie";">25";1986;"Średnie ogólne";"agronom ekspert";8;"Red Apple";3;"31-35";"detractors"
"1463";1589;"podlaskie";"51-100";1978;"Średnie ogólne";"właściciel";75;"Red Apple";9;"41-45";"promoters"
"1464";1591;"podlaskie";"51-100";1990;"Średnie ogólne";"właściciel";56;"Red Apple";6;"31-35";"detractors"
"1465";1593;"podlaskie";"51-100";1980;"Średnie ogólne";"agronom ekspert";55,33;"Red Apple";7;"41-45";"neutral"
"1466";1594;"podlaskie";"250+";1971;"Średnie ogólne";"dyrektor";600;"Red Apple";7;"46-50";"neutral"
"1467";1599;"podlaskie";"250+";1988;"Średnie ogólne";"techniczny";2774;"Red Apple";9;"31-35";"promoters"
"1468";1604;"podlaskie";"51-100";1962;"Średnie ogólne";"agronom ekspert";100;"Red Apple";9;"51<";"promoters"
"1469";1605;"podlaskie";"51-100";1956;"Średnie ogólne";"agronom ekspert";85;"Red Apple";7;"51<";"neutral"
"1470";1612;"podlaskie";"51-100";1958;"Średnie ogólne";"główny agronom";62;"Red Apple";8;"51<";"neutral"
"1471";1615;"podlaskie";"250+";1977;"Średnie ogólne";"właściciel";321;"Red Apple";9;"41-45";"promoters"
"1472";1626;"podlaskie";"25-50";1965;"Średnie ogólne";"właściciel";36;"Red Apple";4;"51<";"detractors"
"1473";1629;"podlaskie";"250+";1974;"Średnie ogólne";"główny agronom";600,01;"Red Apple";9;"46-50";"promoters"
"1474";1633;"podlaskie";">25";1984;"Średnie ogólne";"właściciel";10;"Red Apple";9;"36-40";"promoters"
"1475";1634;"pomorskie";">25";1997;"Średnie ogólne";"agronom ekspert";15;"Red Apple";9;"<=25";"promoters"
"1476";1638;"pomorskie";"100-250";1987;"Średnie ogólne";"właściciel";118,22;"Red Apple";6;"31-35";"detractors"
"1477";1642;"pomorskie";">25";1974;"Średnie ogólne";"agronom ekspert";7,01;"Red Apple";10;"46-50";"promoters"
"1478";1649;"pomorskie";"51-100";1989;"Średnie ogólne";"właściciel";53;"Red Apple";8;"31-35";"neutral"
"1479";1651;"pomorskie";">25";1998;"Średnie ogólne";"agronom ekspert";20;"Red Apple";10;"<=25";"promoters"
"1480";1653;"pomorskie";"25-50";1971;"Średnie technicznezne";"właściciel";38;"Red Apple";7;"46-50";"neutral"
"1481";1654;"pomorskie";"100-250";1968;"Średnie ogólne";"właściciel";230;"Red Apple";4;"51<";"detractors"
"1482";1655;"pomorskie";">25";1975;"Wyższe rolnicze";"właściciel";10;"Red Apple";9;"46-50";"promoters"
"1483";1660;"śląskie";"51-100";1951;"Średnie ogólne";"właściciel";69;"Red Apple";10;"51<";"promoters"
"1484";1664;"śląskie";"25-50";1966;"Średnie ogólne";"właściciel";43;"Red Apple";8;"51<";"neutral"
"1485";1665;"śląskie";"100-250";1968;"Średnie ogólne";"właściciel";200;"Red Apple";6;"51<";"detractors"
"1486";1666;"śląskie";"25-50";1965;"Średnie ogólne";"agronom ekspert";42;"Red Apple";2;"51<";"detractors"
"1487";1672;"świętokrzyskie";"250+";1955;"Średnie ogólne";"właściciel";300;"Red Apple";10;"51<";"promoters"
"1488";1674;"świętokrzyskie";"51-100";1977;"Średnie ogólne";"główny agronom";100;"Red Apple";5;"41-45";"detractors"
"1489";1686;"świętokrzyskie";"51-100";1985;"Średnie ogólne";"właściciel";60;"Red Apple";8;"36-40";"neutral"
"1490";1692;"świętokrzyskie";"51-100";1966;"Średnie ogólne";"właściciel";80;"Red Apple";7;"51<";"neutral"
"1491";1694;"świętokrzyskie";"250+";1993;"Średnie ogólne";"agronom ekspert";557;"Red Apple";9;"26-30";"promoters"
"1492";1697;"warmińsko-mazurskie";"100-250";1962;"Średnie ogólne";"agronom ekspert";141;"Red Apple";4;"51<";"detractors"
"1493";1705;"warmińsko-mazurskie";"25-50";1986;"Średnie ogólne";"dyrektor";32;"Red Apple";1;"31-35";"detractors"
"1494";1710;"warmińsko-mazurskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";86;"Red Apple";9;"51<";"promoters"
"1495";1712;"warmińsko-mazurskie";">25";1985;"Średnie ogólne";"agronom ekspert";25;"Red Apple";10;"36-40";"promoters"
"1496";1716;"warmińsko-mazurskie";"100-250";1991;"Średnie ogólne";"techniczny";102;"Red Apple";3;"26-30";"detractors"
"1497";1717;"warmińsko-mazurskie";"51-100";1996;"Średnie ogólne";"techniczny";51;"Red Apple";8;"<=25";"neutral"
"1498";1718;"wielkopolskie";">25";1984;"Średnie ogólne";"agronom ekspert";25;"Red Apple";9;"36-40";"promoters"
"1499";1719;"wielkopolskie";"250+";1999;"Średnie ogólne";"techniczny";500;"Red Apple";2;"<=25";"detractors"
"1500";1724;"wielkopolskie";"250+";1994;"Średnie ogólne";"właściciel";460,1;"Red Apple";10;"26-30";"promoters"
"1501";1725;"wielkopolskie";"250+";1981;"Średnie ogólne";"agronom ekspert";310;"Red Apple";7;"36-40";"neutral"
"1502";1729;"wielkopolskie";"250+";1997;"Średnie ogólne";"techniczny";450;"Red Apple";9;"<=25";"promoters"
"1503";1733;"wielkopolskie";"25-50";1981;"Średnie ogólne";"techniczny";50;"Red Apple";2;"36-40";"detractors"
"1504";1734;"wielkopolskie";"250+";1996;"Średnie ogólne";"główny agronom";409;"Red Apple";9;"<=25";"promoters"
"1505";1739;"wielkopolskie";"51-100";1994;"Średnie ogólne";"główny agronom";65,5;"Red Apple";9;"26-30";"promoters"
"1506";1740;"wielkopolskie";"100-250";1980;"Średnie ogólne";"główny agronom";163;"Red Apple";3;"41-45";"detractors"
"1507";1746;"wielkopolskie";"100-250";1986;"Średnie ogólne";"właściciel";136;"Red Apple";7;"31-35";"neutral"
"1508";1749;"wielkopolskie";"250+";1986;"Średnie ogólne";"agronom ekspert";1200;"Red Apple";10;"31-35";"promoters"
"1509";1752;"wielkopolskie";"250+";1982;"Średnie ogólne";"agronom ekspert";800;"Red Apple";7;"36-40";"neutral"
"1510";1754;"wielkopolskie";"51-100";1985;"Średnie ogólne";"techniczny";100;"Red Apple";9;"36-40";"promoters"
"1511";1763;"wielkopolskie";"250+";1990;"Średnie ogólne";"techniczny";300;"Red Apple";4;"31-35";"detractors"
"1512";1767;"wielkopolskie";"100-250";1986;"Średnie ogólne";"techniczny";146;"Red Apple";9;"31-35";"promoters"
"1513";1771;"wielkopolskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";100;"Red Apple";8;"36-40";"neutral"
"1514";1777;"wielkopolskie";"250+";1988;"Średnie ogólne";"główny agronom";360;"Red Apple";9;"31-35";"promoters"
"1515";1783;"wielkopolskie";">25";1977;"Średnie ogólne";"główny agronom";21,5;"Red Apple";5;"41-45";"detractors"
"1516";1792;"wielkopolskie";"250+";1997;"Wyższe";"techniczny";300;"Red Apple";10;"<=25";"promoters"
"1517";1799;"wielkopolskie";">25";1979;"Średnie ogólne";"właściciel";5;"Red Apple";3;"41-45";"detractors"
"1518";1800;"wielkopolskie";">25";1992;"Średnie ogólne";"dyrektor";24;"Red Apple";9;"26-30";"promoters"
"1519";1824;"wielkopolskie";"100-250";1983;"Średnie ogólne";"agronom ekspert";160;"Red Apple";9;"36-40";"promoters"
"1520";1828;"wielkopolskie";"100-250";1990;"Średnie technicznezne";"techniczny";118;"Red Apple";5;"31-35";"detractors"
"1521";1838;"wielkopolskie";"100-250";1974;"Wyższe rolnicze";"główny agronom";250;"Red Apple";3;"46-50";"detractors"
"1522";1846;"wielkopolskie";"51-100";1979;"Średnie ogólne";"techniczny";83;"Red Apple";10;"41-45";"promoters"
"1523";1851;"wielkopolskie";"250+";1966;"Średnie ogólne";"techniczny";500;"Red Apple";2;"51<";"detractors"
"1524";1860;"wielkopolskie";">25";1987;"Średnie ogólne";"główny agronom";10;"Red Apple";6;"31-35";"detractors"
"1525";1863;"wielkopolskie";">25";1998;"Średnie ogólne";"techniczny";20;"Red Apple";9;"<=25";"promoters"
"1526";1866;"wielkopolskie";">25";1994;"Średnie ogólne";"techniczny";20;"Red Apple";4;"26-30";"detractors"
"1527";1869;"wielkopolskie";"100-250";1972;"Średnie ogólne";"główny agronom";175;"Red Apple";3;"46-50";"detractors"
"1528";1870;"wielkopolskie";"100-250";1997;"Średnie ogólne";"techniczny";111;"Red Apple";7;"<=25";"neutral"
"1529";1873;"wielkopolskie";"25-50";1986;"Średnie ogólne";"techniczny";29;"Red Apple";9;"31-35";"promoters"
"1530";1909;"wielkopolskie";"100-250";1975;"Średnie ogólne";"techniczny";115;"Red Apple";10;"46-50";"promoters"
"1531";1924;"wielkopolskie";"51-100";1995;"Średnie ogólne";"techniczny";66;"Red Apple";7;"26-30";"neutral"
"1532";1928;"wielkopolskie";"25-50";1968;"Średnie ogólne";"główny agronom";26;"Red Apple";4;"51<";"detractors"
"1533";1938;"zachodniopomorskie)";"51-100";1981;"Średnie technicznezne";"właściciel";87;"Red Apple";9;"36-40";"promoters"
"1534";1945;"zachodniopomorskie)";">25";1989;"Średnie ogólne";"główny agronom";15;"Red Apple";9;"31-35";"promoters"
"1535";1958;"zachodniopomorskie)";">25";1969;"Średnie ogólne";"dyrektor";21,4;"Red Apple";7;"51<";"neutral"
"1536";1959;"zachodniopomorskie)";"250+";1981;"Średnie ogólne";"techniczny";390;"Red Apple";8;"36-40";"neutral"
"1537";1963;"mazowieckie";"25-50";1963;"Średnie technicznezne";"agronom ekspert";36;"Red Apple";8;"51<";"neutral"
"1538";1966;"lubuskie";"51-100";1960;"Średnie technicznezne";"właściciel";84;"Red Apple";7;"51<";"neutral"
"1539";1969;"wielkopolskie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";40;"Red Apple";3;"36-40";"detractors"
"1540";1973;"kujawsko-pomorskie";"51-100";1979;"Wyższe";"główny agronom";85;"Red Apple";6;"41-45";"detractors"
"1541";1976;"łódzkie";">25";1973;"Średnie ogólne";"agronom ekspert";18;"Red Apple";9;"46-50";"promoters"
"1542";1977;"lubelskie";"51-100";1986;"Średnie ogólne";"właściciel";95;"Red Apple";5;"31-35";"detractors"
"1543";1978;"pomorskie";">25";1964;"Średnie technicznezne";"właściciel";11;"Red Apple";7;"51<";"neutral"
"1544";1983;"mazowieckie";"51-100";1966;"Średnie ogólne";"dyrektor";58;"Red Apple";2;"51<";"detractors"
"1545";1984;"podkarpackie";"25-50";1994;"Średnie ogólne";"właściciel";39;"Red Apple";9;"26-30";"promoters"
"1546";1987;"kujawsko-pomorskie";"250+";1968;"Średnie ogólne";"właściciel";1445;"Red Apple";4;"51<";"detractors"
"1547";1988;"lubuskie";"25-50";1970;"Średnie ogólne";"właściciel";37;"Red Apple";4;"51<";"detractors"
"1548";1992;"dolnośląskie";"25-50";1981;"Średnie ogólne";"techniczny";39;"Red Apple";8;"36-40";"neutral"
"1549";1994;"wielkopolskie";">25";1977;"Średnie technicznezne";"agronom ekspert";23;"Red Apple";4;"41-45";"detractors"
"1550";1998;"wielkopolskie";"25-50";1976;"Średnie ogólne";"agronom ekspert";37;"Red Apple";3;"41-45";"detractors"
"1551";2001;"lubuskie";"51-100";1978;"Średnie ogólne";"techniczny";68;"Red Apple";5;"41-45";"detractors"
"1552";2004;"wielkopolskie";"51-100";1965;"Wyższe";"główny agronom";90;"Red Apple";10;"51<";"promoters"
"1553";2007;"wielkopolskie";">25";1970;"Średnie technicznezne";"właściciel";17;"Red Apple";4;"51<";"detractors"
"1554";2012;"małopolskie";"25-50";1971;"Średnie ogólne";"techniczny";35;"Red Apple";7;"46-50";"neutral"
"1555";2017;"śląskie";"51-100";1997;"Średnie ogólne";"agronom ekspert";72;"Red Apple";5;"<=25";"detractors"
"1556";2019;"wielkopolskie";"25-50";1982;"Średnie ogólne";"agronom ekspert";41;"Red Apple";8;"36-40";"neutral"
"1557";2021;"lubuskie";"250+";1968;"Średnie ogólne";"właściciel";2215;"Red Apple";8;"51<";"neutral"
"1558";2022;"wielkopolskie";">25";1969;"Średnie ogólne";"właściciel";18;"Red Apple";8;"51<";"neutral"
"1559";2023;"lubuskie";"51-100";1982;"Średnie ogólne";"techniczny";73;"Red Apple";4;"36-40";"detractors"
"1560";2025;"pomorskie";"25-50";1973;"Średnie ogólne";"techniczny";46;"Red Apple";1;"46-50";"detractors"
"1561";2029;"dolnośląskie";"51-100";1986;"Średnie ogólne";"właściciel";99;"Red Apple";6;"31-35";"detractors"
"1562";2033;"kujawsko-pomorskie";">25";1971;"Średnie technicznezne";"techniczny";10;"Red Apple";4;"46-50";"detractors"
"1563";2037;"wielkopolskie";"51-100";1997;"Średnie ogólne";"techniczny";87;"Red Apple";4;"<=25";"detractors"
"1564";2040;"pomorskie";">25";1983;"Średnie ogólne";"agronom ekspert";12;"Red Apple";5;"36-40";"detractors"
"1565";2045;"podlaskie";"51-100";1980;"Średnie ogólne";"główny agronom";98;"Red Apple";9;"41-45";"promoters"
"1566";2049;"świętokrzyskie";"250+";1984;"Średnie ogólne";"dyrektor";2352;"Red Apple";9;"36-40";"promoters"
"1567";2051;"śląskie";"51-100";1984;"Średnie ogólne";"właściciel";60;"Red Apple";9;"36-40";"promoters"
"1568";2054;"opolskie";"51-100";1969;"Średnie technicznezne";"główny agronom";75;"Red Apple";9;"51<";"promoters"
"1569";2056;"lubelskie";"25-50";1955;"Średnie ogólne";"właściciel";37;"Red Apple";2;"51<";"detractors"
"1570";2058;"zachodniopomorskie)";"51-100";1988;"Średnie ogólne";"główny agronom";98;"Red Apple";8;"31-35";"neutral"
"1571";2059;"podlaskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";72;"Red Apple";6;"46-50";"detractors"
"1572";2060;"lubuskie";"100-250";1964;"Średnie technicznezne";"właściciel";160;"Red Apple";6;"51<";"detractors"
"1573";2063;"łódzkie";"51-100";1983;"Średnie technicznezne";"główny agronom";83;"Red Apple";10;"36-40";"promoters"
"1574";2064;"podlaskie";"51-100";1969;"Średnie technicznezne";"agronom ekspert";62;"Red Apple";5;"51<";"detractors"
"1575";2066;"mazowieckie";"250+";1990;"Średnie ogólne";"właściciel";1241;"Red Apple";7;"31-35";"neutral"
"1576";2068;"zachodniopomorskie)";">25";1986;"Średnie ogólne";"agronom ekspert";7;"Red Apple";6;"31-35";"detractors"
"1577";2073;"mazowieckie";">25";1967;"Średnie ogólne";"główny agronom";23;"Red Apple";0;"51<";NA
"1578";2077;"podlaskie";"25-50";1983;"Średnie ogólne";"właściciel";47;"Red Apple";5;"36-40";"detractors"
"1579";2080;"podkarpackie";"100-250";1961;"Średnie ogólne";"główny agronom";232;"Red Apple";7;"51<";"neutral"
"1580";2083;"łódzkie";"25-50";1961;"Średnie ogólne";"agronom ekspert";28;"Red Apple";10;"51<";"promoters"
"1581";2085;"warmińsko-mazurskie";"51-100";1980;"Średnie ogólne";"główny agronom";59;"Red Apple";4;"41-45";"detractors"
"1582";2087;"podkarpackie";"25-50";1986;"Średnie ogólne";"agronom ekspert";33;"Red Apple";8;"31-35";"neutral"
"1583";2091;"świętokrzyskie";">25";1987;"Średnie ogólne";"główny agronom";16;"Red Apple";3;"31-35";"detractors"
"1584";2095;"kujawsko-pomorskie";"25-50";1992;"Średnie ogólne";"główny agronom";41;"Red Apple";2;"26-30";"detractors"
"1585";2097;"lubuskie";"51-100";1971;"Średnie ogólne";"techniczny";96;"Red Apple";9;"46-50";"promoters"
"1586";2100;"wielkopolskie";"51-100";1974;"Średnie technicznezne";"techniczny";74;"Red Apple";6;"46-50";"detractors"
"1587";2102;"mazowieckie";"51-100";1971;"Średnie ogólne";"dyrektor";77;"Red Apple";0;"46-50";NA
"1588";2105;"mazowieckie";">25";1960;"Średnie ogólne";"właściciel";22;"Red Apple";6;"51<";"detractors"
"1589";2107;"podlaskie";">25";1990;"Średnie ogólne";"właściciel";5;"Red Apple";1;"31-35";"detractors"
"1590";2110;"podlaskie";"25-50";1998;"Średnie ogólne";"techniczny";45;"Red Apple";7;"<=25";"neutral"
"1591";2114;"wielkopolskie";"51-100";1998;"Średnie technicznezne";"główny agronom";97;"Red Apple";8;"<=25";"neutral"
"1592";2117;"mazowieckie";"51-100";1996;"Średnie ogólne";"techniczny";73;"Red Apple";3;"<=25";"detractors"
"1593";2118;"opolskie";"100-250";1985;"Średnie ogólne";"techniczny";108;"Red Apple";4;"36-40";"detractors"
"1594";2120;"wielkopolskie";">25";1978;"Średnie ogólne";"właściciel";8;"Red Apple";0;"41-45";NA
"1595";2125;"kujawsko-pomorskie";"25-50";1977;"Średnie ogólne";"właściciel";42;"Red Apple";9;"41-45";"promoters"
"1596";2128;"mazowieckie";">25";1968;"Średnie ogólne";"główny agronom";15;"Red Apple";7;"51<";"neutral"
"1597";2130;"wielkopolskie";"51-100";1974;"Średnie ogólne";"główny agronom";66;"Red Apple";1;"46-50";"detractors"
"1598";2132;"kujawsko-pomorskie";"25-50";1973;"Średnie technicznezne";"właściciel";44;"Red Apple";4;"46-50";"detractors"
"1599";2136;"dolnośląskie";"51-100";1971;"Średnie technicznezne";"właściciel";80;"Red Apple";10;"46-50";"promoters"
"1600";2138;"dolnośląskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";76;"Red Apple";0;"36-40";NA
"1601";2141;"lubuskie";"25-50";1994;"Średnie ogólne";"główny agronom";48;"Red Apple";3;"26-30";"detractors"
"1602";2143;"małopolskie";"25-50";1975;"Wyższe rolnicze";"właściciel";42;"Red Apple";7;"46-50";"neutral"
"1603";2146;"dolnośląskie";"25-50";1967;"Średnie ogólne";"agronom ekspert";34;"Red Apple";5;"51<";"detractors"
"1604";2147;"świętokrzyskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";73;"Red Apple";4;"51<";"detractors"
"1605";2151;"lubuskie";"25-50";1954;"Średnie ogólne";"właściciel";26;"Red Apple";1;"51<";"detractors"
"1606";1135;"dolnośląskie";"100-250";1969;"Średnie ogólne";"właściciel";140;"Monsters Inc.";10;"51<";"promoters"
"1607";1136;"dolnośląskie";"100-250";1987;"Średnie technicznezne";"właściciel";145;"Monsters Inc.";8;"31-35";"neutral"
"1608";1137;"dolnośląskie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";200;"Monsters Inc.";6;"41-45";"detractors"
"1609";1141;"dolnośląskie";">25";1989;"Średnie ogólne";"agronom ekspert";8;"Monsters Inc.";9;"31-35";"promoters"
"1610";1143;"dolnośląskie";"100-250";1992;"Średnie ogólne";"główny agronom";150;"Monsters Inc.";9;"26-30";"promoters"
"1611";1145;"dolnośląskie";"51-100";1982;"Wyższe";"właściciel";100;"Monsters Inc.";4;"36-40";"detractors"
"1612";1150;"dolnośląskie";"25-50";1978;"Średnie technicznezne";"dyrektor";30,01;"Monsters Inc.";7;"41-45";"neutral"
"1613";1151;"dolnośląskie";"100-250";1981;"Średnie ogólne";"dyrektor";250;"Monsters Inc.";2;"36-40";"detractors"
"1614";1154;"dolnośląskie";"100-250";1965;"Średnie technicznezne";"agronom ekspert";180;"Monsters Inc.";6;"51<";"detractors"
"1615";1159;"dolnośląskie";"250+";1977;"Średnie ogólne";"główny agronom";350;"Monsters Inc.";8;"41-45";"neutral"
"1616";1160;"dolnośląskie";"100-250";1988;"Wyższe";"właściciel";117;"Monsters Inc.";9;"31-35";"promoters"
"1617";1167;"dolnośląskie";">25";1992;"Średnie technicznezne";"główny agronom";25;"Monsters Inc.";4;"26-30";"detractors"
"1618";1168;"dolnośląskie";">25";1973;"Średnie ogólne";"agronom ekspert";20;"Monsters Inc.";0;"46-50";NA
"1619";1169;"dolnośląskie";"250+";1964;"Średnie technicznezne";"właściciel";340;"Monsters Inc.";6;"51<";"detractors"
"1620";1173;"kujawsko-pomorskie";">25";1974;"Średnie technicznezne";"agronom ekspert";23;"Monsters Inc.";1;"46-50";"detractors"
"1621";1174;"kujawsko-pomorskie";"250+";1992;"Średnie ogólne";"główny agronom";455;"Monsters Inc.";9;"26-30";"promoters"
"1622";1176;"kujawsko-pomorskie";"25-50";1969;"Średnie technicznezne";"główny agronom";30;"Monsters Inc.";7;"51<";"neutral"
"1623";1177;"kujawsko-pomorskie";">25";1960;"Średnie ogólne";"właściciel";15;"Monsters Inc.";9;"51<";"promoters"
"1624";1178;"kujawsko-pomorskie";"25-50";1990;"Średnie ogólne";"właściciel";33;"Monsters Inc.";4;"31-35";"detractors"
"1625";1183;"kujawsko-pomorskie";">25";1973;"Wyższe";"właściciel";18;"Monsters Inc.";3;"46-50";"detractors"
"1626";1187;"kujawsko-pomorskie";"250+";1972;"Średnie technicznezne";"właściciel";500;"Monsters Inc.";5;"46-50";"detractors"
"1627";1191;"kujawsko-pomorskie";">25";1956;"Wyższe";"dyrektor";7;"Monsters Inc.";7;"51<";"neutral"
"1628";1200;"kujawsko-pomorskie";"25-50";1975;"Średnie technicznezne";"właściciel";34;"Monsters Inc.";9;"46-50";"promoters"
"1629";1202;"kujawsko-pomorskie";"250+";1977;"Średnie ogólne";"główny agronom";636,5;"Monsters Inc.";10;"41-45";"promoters"
"1630";1203;"kujawsko-pomorskie";"100-250";1963;"Średnie technicznezne";"agronom ekspert";180,01;"Monsters Inc.";7;"51<";"neutral"
"1631";1218;"kujawsko-pomorskie";"25-50";1995;"Średnie ogólne";"główny agronom";41;"Monsters Inc.";8;"26-30";"neutral"
